review,name,user_profile,rating
"Excellent stay. Very good service. Staff is very co-operative.food is also tasty, variety of foods. Infant food is also available. They gave us very special treatment. Thank you sterling mussoorie....",Suraj,/Profile/Suraj4568,50
"I stayed here with my family and friends, we had 3 rooms and trust me the resort did not disappoint a bit.. Service level as well Rooms appointed us was top notch. Housekeeping team was great special mention to Sunil, yudhveer and Santosh they are really very helpful, at front desk kukshal and ankita was very welcoming... Certainly we will recommend the resort to others and  come back again...",Sarthak,/Profile/Sarthakktw,50
"Amazing stay with very friendly staff, services of staff was really appreciated, of course we came to see snow fall and it was really awesome.. Rooms was clean, comfortable with modern days amenities.. Mukesh(Room boy) was very helpful. At Reception ankita, shefali was very welcoming there... Thanks to sterling mussoorie for given us excellent service.",Sulekha,/Profile/Sulekhaktw,50
"Me and my family had an excellent stay at this resort.we were very much impressed by all staff.the services from checking to checkout all was great..especially thanks to an kita,kuldeep,hari.Rooms was nice with awesome view..service at restaurant was also good...",Sunilbudakoti,/Profile/Budakotysunil,50
Loved the place..best service especial thanks to Ankita and santosh who made our vacation wonderful by their best service and thanks for the card ankita really liked it...spa team activities thanks to all.,Premlata,/Profile/Lataaaaaaaaa,50
The hotel and staff is very nice Particularly the guy named shiv who guided us through out the whole trip was excellent! He made our trip more better than we expected !! The trip was pleasant as the hotel has so many things to do in it and moreover a good person guiding can obviously make a trip better!! We have visited more than 2 times in sterling as the service is quite good!!  Do visit sterling if you are in Mussorie ,gopal somani,/Profile/gopal05,50
"Really enjoyable stay,we are happy to stay at mussoorie ,we are the members of Sterling last 25years old .This is our second home ,food is great . fantastic stay . weather is pleasant.rooms are good at good location.",Ashu,/Profile/Nautiyaashu,50
"Great ambience and great staff,location of the resort is Wow and the dun valley is superb ,rooms are well maintained ,restuarant staff Mr pyare lal .Room Services are awesome .wonderful stay with family .",Deeraj,/Profile/Mehardeeraj,50
An amazing experience I have ever got  Apartment was beautiful and well maintained  View was excellent  Things were organised in well manner  Everyone greeted us very welll  Miss ankita greeted us soo well while check out so special thanks to her 🙂,Magic,/Profile/Magic1234567magic,50
The property is located little far from mall road but it is worth. The view is awesome from the room and the food is fabulous... We will plan our next trip with sterling very soon.Definitely recommend to families couples.,Pratik,/Profile/Patelpratik3456,50
Amazing Stay At sterling  Mussoorie Stayed here for 2 nights. Amazing set of staff and great hospitality. Big thanks to Mr Ankit and Ms shefali from the front desk. They took a great deal of time to explain and make comfortable with the property. Thanks to the staff at restaurant. Special commendation to Mr balboa the vibrant and his colleague Mr Manish. Definitely worth a visit. Would love to come back again.  Read more,Arjit,/Profile/Arjitsing2356,50
"We are coming for a trek ,it was amazing we do George Everest  and lambic dehart trek ,guide was very good and he knows the local plant and the history of mussoorie....Rest all the staff is very good and helpful.",Baljeet,/Profile/Baljeet1234,50
"Very nice ambience, location is very good ,food is very yummy specially gharwali thali thanks to chef and team . Housekeeping staff Mr Jaipal is helpful and kind .Front office staff is very good in all the services.",Jittu,/Profile/Rawatjittu,50
Great resort in mussoorie one of the best property. We like the services and the staff .Adventure activities are superb we like cross wire and zip line .Spa is good. Weather is pleasant .We see the snow cap mountain from the highest peak .,Deepak K,/Profile/deepakkY2503SW,50
"Wow experience, we are coming for our anniversary celebration in Mussoorie and we are appreciated the team of sterling . Thanks to housekeeping team and front office team .Rest all the services are superb ,location is good and nice view .",Joshig,/Profile/Joshig56,50
"Beautiful place the more I say about this place the lesser it is, perfect place for relaxation people are very good they take care of your every demands in a very detailed way. A must visit place in Massorie❤️ Thank-you everyone out there, shall see you soon",Anil G,/Profile/GautiiAnil,50
"Awesome experience at Sterling MUSSOORIE..Thanks to all staffmembers who made our stay comfortable as well as Memorable.. Special Thanks to Mr Kushal Sharma.He is a excellent chap and the way he helped and attended us is highly appreciable.We wish alot of success and happiness to him and Sterling for having such a wonderful staff. Rooms are neat and clean view, food and restaurant services are also good.",Sourabh,/Profile/sourabh042007,50
Room is cozy and clean we like the view from ourroom it is amazing view ofdoon valley..check in was smooth mukesh nd were there to assist us with the best room...food is also amazing...thanks to all...will plan soon again.,Khasis,/Profile/Khasisyoo,50
It is one of the best property. I stayed for one night during my visit of LBSNA. I really enjoyed the stay... Please arrange comp shuttle service from resort... Will visit again with my family soon...  Thank you,Santosh,/Profile/Kumarsantosh0,50
"Me and my wife come for my first anniversary celebration ,this is the aswome trip to mussoorie than kanataal .we got surprise from  Mr Sunil housekeeping they give hand made name plate which is very attractive. We see first time  snow also .",Prince,/Profile/Princesing,50
Sterling the best resort   Beautiful Resort We stayed there for 3 nights and enjoyed each night of the stay. Very beautiful and well managed property. It is very big resort so some time it feels you are lost. It was a great stay. Special thanks to Chef Who made the dish which we want to have out of the menu. It surely is Home away from Home.,Amit,/Profile/Amitshing,50
"Great place to stay  Nice staff,  very big room and silently sleep.... We enjoyed the view from the balcony..  hotel has activity room, swings and adventure activities for all the age group...  We surely recommend ...",Shradha,/Profile/Shradhasingh9,50
"We have been to Sterling holiday resort Mussoorie .And it’s a nice resort to holiday with your family, staff n all everything is superb. Dehradun view from the resort is excellent, specially winter line in now a days.",anil b,/Profile/524anilb,50
Stayed for 2 nights one of the best experience i had  Property view is great service also wonderful Staffs also very friendly and curtious. I will refer my friends also try for this property. Thanks a lot All the best sterling Mussoorie,Preamkumar12,/Profile/Preamkumar12,50
"Stay with stering Mussoorie are as usually awesome.. The weather was pleasent these days... Thanks to all staffs who make our stay comfortable as well as memories.. This time I was visit with my friends and do e joy a lots. Rooms are clean with clean view, food and restaurant services are also good. Only negatives are steps and chargeable WiFi services. Rest are ok.....",Birju,/Profile/Brijubir,50
"Far away from city almost 3 km.after reaching there we are relaxed, there are some negative things like WiFi chargeable,so many steps,and no connectivity But same time the positives are services as well as staffs,santosh,kushal ankita,kishore and forgetted the names of other are really supportive and very friendly..rooms and food are also good.. Will definitely recommend others.",Briender,/Profile/Brienderbriender,50
My experience in staying with the resort was very good. We have booked for only 1 night but it was 👍. They have a good buffet breakfast spread and the taste is also good. Please make WI-FI comp it is basic.,Samuraijack,/Profile/samuraijack0021,50
"Fantastic stay .we are coming  for my marriage anniversay and we celebrate my anniversary with lots of suprises.firt to see the room is fantastic decoration ,than suprise cake with raja rex.We enjoyed alot",Saurabh,/Profile/Saurabh343,50
It was a one of my memorable holiday in my life   The resort was in superb location where you see the entire Doon valley while sitting in your room.  The staff is very courteous and helpful every time when ever you need,Rajvir rajput,/Profile/Rajvir101,50
"Excellent   The hotel is located 2 km out of the main Mussourie library chowk. You can take taxi from library chowk to resort which will charge 300. After reaching the resort it feels wow. Herbal tea is really nice i have taken 2 times. We got the room in block 18 and it was very good. We got clear view of forest and it feels like we were in jungle. The staff, food and adventure activities are awesome. Will securely come again in future.",Meena,/Profile/Meena2454,50
My family enjoyed a lot.my parents loved this place.me and my wife tried all the local cuisine.in night the view of town lights is beautiful from the property.staff is very helpful and are very well informed,Arun,/Profile/Aravindangounder,50
Awesome Place Very Good Resort Best Family Resort I have Visited Till Now Helpful Staff Views From The Resort Are Superb Beautiful Restaurant With Tasty Food Activities In The Resort Are Excellent I Enjoyed A Lot,Magee,/Profile/Magengg,50
"Excellent staff and ambience of resort..especially would like to mention the hospitality of few key staff members like Ankita,Ranjan Muzumdar,Himanshu,Deepak,Sunil..great team with cheery on top with respect to resort location and services..",Cap@12345,/Profile/SWAPNILMistry,50
"Stayed with freinds for two nights  and we have experience the best of it. Starting from Checkin, room service, food, Houskeeping everything was upto the mark. We strongly recommend it to every nature lover. Will back soon thanks a lots. We enjoyed a lot and I'm glad Sterling Mussoorie is the friendly resort",Aryan,/Profile/Suresh08712,50
"We stayed here for 2 night, property was outstanding and the staff was very supportive. A worth stay for couples and families both. Food could be little better apart from that a overall memorable stay.",Prakash,/Profile/Prakashmaitha,50
"Ambience and staff is good weather is pleasant and the services are great morning breakfast is superb , restaurant staff Lalit and Harikrishn is fantastic in all the services. View from the room was just wow.",Ravi,/Profile/Ravi56789,50
superb location.staff is copperative.food is excellent.we are from delhi and we like this property.we visited this resort early and we are apperacita the team .great experience and great ambience.....,vikram,/Profile/vikramvikram12,50
"This is the first visit at sterling we really appreciate the Team of sterling, food is very good and the staff is kind. We enjoyed the stay best thing of the resort is there is no network. And the location is superb.",Roshan,/Profile/Roshanlalverma,50
"We had a glad time to mussoorie this is our fifth visit. But we enjoyed a lot we do adventure activities trekking and indoor games thanks to Nirma .food is good as usual,Rooms are good as well as amenities placed..we always missed the staff some of them Ankita,shefali,balveer,hari,they all are very cooperative..thanks again for make our stay very comfortable...",Harpreet,/Profile/SinghHarpree,50
"We are started our journey from Jaipur. And this was the pleasant stay with mussoorie. We are happy to see the services which are provided by team front office, housekeeping ,this is recommended  ,must visit.",Subodh,/Profile/Yadavsubo,50
The room was very nice and this place has some amazing view points as well. I would totally recommend it to everyone. The food is really amazing and the staffs are really nice and welcoming. It’s totally worth it!!!,Akshera C,/Profile/aksherachandramo,50
"I am   coming with my friends for nag tibba trek.Suddenly we are planned to visit at sterling , we are not member to sterling but we are really happy to stay and the services are really good . All the staff of sterling was good and kind.",Naresh,/Profile/Kothiyalnaresh,50
"Second visit..tHis time with my entire family..We are having two bedroom ,the rooms having good view,staff behavior was too supportive, restaurant and room service are good,entire property was beautiful..We have a unforgettable experience.spent a quality time with my family.. Definitely recommend ed ti others.....",Vjvek,/Profile/Vivekrawat1245,50
"This is aswome visit at Sterling mussoorie we like the property which is located at good location,the view from the resort was aswome ,candle light dinner was fabulous,and the staff is very good thanks to Miss Ankita .",Sabir,/Profile/Sabirsbr123,50
"Food is excellent, stay is very comfortable,view from rooms are awesomes, amenities placed in rooms are good,qualify of linen are also good.staff are very courteous,specially thanks to Ankita,Shefali,vinod from housekeeping,neeraj from service...will surely come back again... and recommend this to my other friends..",Sataya,/Profile/Satayasataya,50
"We had a fantastic stay ,they have many choices of food restaurant staff is good the room service is fantastic. View from the restaurant is aswome taste of food is up to the mark ,nice stay and must visit.",Nitiesh,/Profile/Nities,50
"We are celebrate our first anniversary,and we are really happy to stay at stering ,we got mountain facing room .Rooms are good and the view from the room was superb thanks to ankita for giving a suprise cake.",Rakesh,/Profile/RakeshRakesh1212,50
"Comfortable stay warm welcome by front office team , mouthwatering welcome drink serve by team sterling,nice to stay .We are coming for our anniversary celebration,we are appreciated to Ankita and Rajendra .She is very kind and helpful always smiling....",Deepak,/Profile/Deepak4001sin,50
"""Sandeep is an awesome adventure leader.we went to zipline, Burma Bridge, adventure activity through the empithiyater zone. It was such a fun experience the resort is great with very friendly staff. """,Gaurav,/Profile/Gauravgaura,50
Stayed there with family for two nights.the stay was just awesome and the view from room was fabulous.strongly reccomend to all who want to stay far from the city and enjoy nature.Thanks to Mr Kushal for all the help.,Simpy,/Profile/Simpy871,50
"Great experience,food is good ,staff is very helpful and kind, adventure activities are there we enjoyed lot must do it family trip ,spa is good ,resort is at good location,and the room is well maintained.",Kamal,/Profile/Kamalsinghkamal,50
"It was a great stay in sterling..the place is amazing with amazing staff nd there professional behaviour,specially MR.khusal sharama from front office manager he is amazing person..he solve our previous day problem in professional manner..hope to see this place again in summers..",Mr.Bohra,/Profile/Bohra6,50
"Hotel is at a very good location,apart from that the staff is very humble and polite,service is very good. Food is also very good. Kushal Sharma made our trip more comfortable, recommended for couples and family.",raj k,/Profile/rajk793,50
Overall good it was we enjoyed the activities. Food was tasty staff is friendly... Location is  beautiful. .. Rooms are specious with beautiful view. Must go to 20th block peaceful location  near to nature.,Garish wadhwa,/Profile/Garisheadh,50
Overall it's good & good to stay with family .Staff are friendly room allocation was fine thanks NEHA and BINOD the ambiance was nice the resort scenes was nice had a nice time over here the approach of the road was not nice and narrow needs to be improved thanks..,achalgupta,/Profile/pinkuthakur5494,50
Had an amazing experience. Ambience is up to the mark.  Staff is very cooperative and polite. 100 on 100 for hospitality! 👍🏻✌🏻.......................................................... Celebrated our first anniversary in this hotel. And had a great time.,Srishti,/Profile/Srishti345345,50
It is very pleasant stay.. thanks for great hospitality. Food was excellent.. staff was very humble.. overall it was a nice stay.. so go for sterling.. its the right choice for your perfect holiday...,Rishabh Choudhary,/Profile/Companion751476,40
"Good location, homely environment, good for relaxing. Staff are polite and the Indian food is excellent. So many things in the resort to do like family games specially evening activities,zipline we enjoyed allot thank to all.",Namita seth,/Profile/Namithaseth,50
"Nice hospitality...staff services are superb... evening activities are great they have indoor or outdoor activities adventure activities are superb.Food is good ,spa is aswome miss Sayyada she is very good .",Shyam,/Profile/Shyam989865,50
It's  far from mall but once you reach    it's with beautiful location...rooms are specious with balcony. My kid's enjoyed allot. Staff is courteous helpful....thank you every one will plan to come again.,Vikramvicky,/Profile/vikramkvicky,50
"We visited Sterling Mussourie couple of days ago. It was a great experience and I would recommend this hotel to everyone who is planning a trip to Mussourie. Excellent food, hospotality, ambience, location and super friendly environment.  Varun",varun1011,/Profile/varun1011,50
Resort with beautiful location.checkin was fast and smooth.wellcome drink served called herble tea was nice.room view was beautiful.we enjoyed alot there is so many activities in the resort...food was good. Overall staff was nice thanks everyone.,Raghavt,/Profile/Raghavt123,50
"Cool weather, I visited here with my friends, had one of the best experience at this amazing property, nice ambience, great valley view, friendly staff, Spa is good wonderfull stay, thanks to ..Praveen",Animesh,/Profile/Animeshbengali,50
Most fabulous experience.verry good staffs and I like the hospitality.  I recommend 95 out of 100. Very good location and mind blowing view from room. Enjoyed beautiful snow fall from room. Foods are very yummy.Thanks starling for making one of my outstanding vacation :),BAPAN DUTTA,/Profile/bapand2019,50
Check-in Was smooth. Room  is specious  view  was amazing. So many activities in the resort  for the kid's and adult too.we enjoyed zip line  with  jitendra specially  evening activities... Food  was good ...,Jitendra,/Profile/JitendraKum,50
"So me nd family was visiting to mussoorie property , so I had a good experience with them nd all of their staffs tooo 😊 And they conduct good activities in the evening every day . If I want to talk about the food , we get lots varieties of food",Pradeepk,/Profile/Pradeipkmr,50
This was one of my visits to mussorie..with each visit the experience is getting better than never before.  This is one of my favourite property for being my home away from home. I am never enough of travelling to this property any number of times,Traveller,/Profile/Travellerganz,50
"Fully enjoy, neat clean room, big size room, got to see snow at hotel itself.Far away from the crowd ,I really thanks to team sterling.we enjoyed our stay within the campus my kids enjoyed evening activities adventure activities.",Neeraj,/Profile/Nishraneeraj,50
"Excellent stay really enjoyed our stay in Sterling gud food which made us more happy wid gud location view and staff is Very helpful, wid gud prompt services. Surely I would like to recommend my friends",Summit gupta,/Profile/Sumitgupta1,50
Overall experience of sterling mussoorie was really fabulous.staff is really to serve the services . location of the resort is good .food is good specially gharwali thali ..we are do adventure activities.,Pallavi,/Profile/Pallavi777777,50
It's our second visit to the resort .... beautiful place.. there was snowfall on way to resort we totally enjoyed the experience... morning breakfast was amazing n yummy...front office staff was very kind n helping.. we were greeted with a herbal tea which was too gud n relieving in chilling weather...,Parikshit,/Profile/Parikshit4545,50
"We are stay at sterling, and this is our second home , this is very friendly resort staff is very cooperative,and front office staff is very charming, we are celebrating our daughter's birthday,and the staff organised very well.",Sailesh,/Profile/Nautiya,50
"Superb place, awesome staff,delicious food...what would one need more than this for a holiday.perfect place for vacation!special mention for front office staff,very efficient and courteous,would love to visit again",dharamsingh,/Profile/dharamsingh,50
We had a great stay hereand enjoy alot with family staff is helpful and friendly we enjoyed indoor activities as well....the room is nice with a ultimate view of dehradun valley...will plan again ..thanks to all....,Amit,/Profile/Amitraghv,50
"Staff mumbers is exceelent.We are from delhi but we are lucky because we are come af mussoorie and we are really enjoyed a lot .Adventure actkvities are great ,We are really happy to see the staff thanks tk all the staff.",Usha,/Profile/Ushaa1234,50
"I really enjoyed here. Specially here's food and view.☺️☺️😊😊😊.I came here for 1st time and I am personally telling you that If you visit mussorie and really want to enjoy then you should check in ""Sterling resort,mussorie..❤️❤️",Nikita2343,/Profile/Nikita9040,50
"We are here for 2 days for annual meetings, the rooms allotted  for us having very nice views rooms having balcony as well amenities provided was good as well as linen ,room decor was good. Services, food was also good .Me with my entire team enjoyed a lots, will definitely  plan again with our families, Thanks to ankita to help us...",Kuldeep T,/Profile/Kuldeep695,50
I stayed at this wonderful resort for eight days. The reason why I deducted a star is because of the rather adventurous approach to the resort. You are required to traverse a long winding narrow kachha road. Barring that everything else is impeccable. The view from the resort is outstanding... especially in the night when the doon valley comes alive with the glittering lights of Dehradun. The resort is very spacious and well laid out....rooms are clean and well equipped with essentials.   Restaurant ambience is great and the staff even more pleasing. Food is simply superb. As I said the only negative is the approach to the resort but that is probably the price you gotta pay for relishing the wonderful experience once you are there.,Bala,/Profile/BaluKurg,40
"Very good wonderful stay very helpful staff. Had a soar throat and staff brought me basic supplies which were on the extra from them.... the staff are freindly and specially ankita jaipal, santosh, .... these people are funny and make my feel at home....",Up_bang bang,/Profile/BangBangUP,50
"The property is definitely a good choice for stay and activities. The staff is courteous, polite and attentive. Rooms (we stayed in premium category) are definitely a plus with a clear valley view.   The food and buffet spread was also very much apt. The variety, taste and combinations were interesting for both vegetarian and non vegetarian taste buds.",SSS,/Profile/IMSURI,40
"Resort is good and very far from the main city but after reaching there u will be relax,we found everything perfect.services,room Cleaning,amenities,staff all are great,the view from our room was also very good,we surely recommend this resort to all our friend.....",Arif,/Profile/Arif4356,50
Staff is very copperative ...room services are great ..rooms are good and well ..view from the resort is aswome ..only network issues is there .resort is far from the main city...thanks to all the staff,Vinayaka,/Profile/Vinayak12356,50
Very nice hotel.food is good and we enjoyed the stay we are from Delhi ..we are coming for trek and we are really thanks to mussoorie team .we are like adventure activities also .room are well maintained,Vikram H,/Profile/VikramH39,50
"Sterling Mussoorie is the place to stay in Mussoorie. It’s not exactly on the Mall Road, but around 2.5 kms away from Mall Road, or the Mussoorie Library. To make you find the property easily let me guide you,One needs to turn left towards Tibetan Military Camp to and from there turn right and you would reach the hotel. The hotel is at the extreme corner of a hill top and on the Mussorrie mountain ranges, so the view from the hotel is simply mindblowing. The exterior of the hotel is very elegant and it’s a huge property with around 111 rooms. The staff of the property is kind humble and sweet and will make your stay wonderful. The breakfast and the food is yummy don’t miss out their local Garhwali delicacies. The rooms are fantastic and I stayed in the Premier category room",romeer s,/Profile/romeersen,50
"we had a very pleasant stay here. the staff was extremely friendly and helpful. even when the entire city was snowed in, the staff very cheerfully provided room service and hotwater bottles etc promptly. F&B also excellent.",Dhanesh Raheja,/Profile/dhaneshraheja,50
"Wow!!!  Food... Was amazing..  All the staff from housekeeping, service and front office superb...  We are really glad to see the staff service. When snow fall is going on. Staff is really cooperative. And keep smile to give the services.",Ashish,/Profile/Kumar123456776,50
"We were with our one year old and while she may not remember her stay, we surely are going to. Ours was a road trip from Mumbai and one can imagine its going to be tiring; here our short review of things that mattered - 1. Location: absolutely breathtaking and refreshing away from city life, although the approach road is a little broken in most parts - it didn’t deter us from our usual city runs, adventure trips and other drives or walks around outside the resort. For most this isn’t going to be a problem…",Gajander,/Profile/Gajander123,50
It was great experiance  to stay at Sterling Mussoorie.. Resort is 2.5km from the main Mussoorie...resort is at good location and the well aminities.... We See the snow fall. We do activities. Keep rocking team.,Harikrishan N,/Profile/harikrishann,50
"Honeymoon visit We visited sterling mussoorie  from 22nd dec to 27th dec it was wonderful experience the hospitality was awesome especially a person from house keeping named jaipal who took care of ourselves and make this trip awesome for us. Jaipal arrange surprise gift cake and decorate our room for my husband's birthday it was out of the box for us,it makes our day and our honeymoon trip memorable. We are highly great ful and thankful for whole hotel staff and specially jaipal for the Hospitality and loving gesture they have shown for us.We highly recommend this resort if anyone want to visit mussoorie.  #Aplacelikehome#...",Priyanshi,/Profile/Priyanshibhan,50
The location is amazing. The valley view rooms are an experience. But there is 0 Mobile Network in the entire hotel. The WiFi is very slow and chargeable individually for each and every device you operate. The towels and toiletries are sub standard.,Garvit A,/Profile/GarvitA17,10
"This was our first visit to a sterling property . Overall the resort is neat and clean and the staff are courteous and friendly . Staff members like Pyare, Ankita, Neha , Jaipal , Binod are very friendly and helpful .  However , the resort needs to make the following changes:-  1. The premier Mountain View room has a lovely balcony facing the doon valley, however the balcony has a raised wall which blocks the view . Pl replace it with glass facade  2. In a cold place like Mussoorie, the geysers are extremely small capacity , which means that for a family of 3 , it will take at least 90 minutes to shower , considering once you use the shower for 10 mins , it takes another 30 minutes to reheat . Please invest in better quality geysers or include boost options  3. Breakfast spread",Abc,/Profile/Foregat,30
We are  room no 0711 we are the members of sterling.Here everything is very good .Rooms are good and service are very nice staff is very cooperative not issues at i hope whenever we will be here you will give us service like this thanks from Pinki Madan.,Pinki,/Profile/Pinki98761,50
Nice to stay at mussoorie .Food is very good .Must visit at sterling .Staff is very polite and helpful.Mr praveen is very kind .Overall expericence is very nice .The resort is very far away from the crowd.,jagdish,/Profile/jagdish5678,50
A must visit for perfect family quality time at Sterling mussoorie resort with all facilities n super friendly staff and amazing hospitality to cater from small or big requirements. Kiddos for our own Amazing star. A must must stay at the property.... cheers,Gaurav,/Profile/Gauravgav,50
"has become our favourite resort in the sterling   Again we chose a room overlooking the plantation so that we would be woken up by real bird song, not an alarm bell. At first we were allotted a room overlooking the central walking area facing towards the pool, but since we had arrived early and there were rooms available looking towards the forest, Mr. Shiv who was our guide .",Debashish,/Profile/Debashishi,50
"Fantastic hotel. Good location with a nice view. Great food. Excellent hospitality!!! Every member of the sterling team is warm , smiling and willing to do anything to make their guests smile. Special mention to  ankita ( always around to help the guest ,restaurant staff lalit promod jitendra deepak from front office.",Gurvi,/Profile/Gurvisi,50
"We are really appreciate the team of sterling and we enjoyed the stay ,specially we like the dinner . And staff is good and very  helpful ,we see the winter-line carnival in Mussoorie it was wow  thanks to all the staff .",Nikhil,/Profile/Kakkarnik,50
"its a long car drive from Dehradun airport to Mussourie through jungle and hallways. Sterling is located almost close to the central area. Rooms are very good as in any other Sterling property, the service is also standard its class. Restaurant has buffet serving three times on a discounted rate for members, and has got a good spread. they provide city drops as a convenience to guests to get out of the property.",Sharafudeen N M,/Profile/sharafudeenn,40
We c/in in the evening and the reception staff was helpful and provided rooms on arrival and as per request. Ms Ankita was very helpful as she provided good doon valley facing rooms. She also explained us the nearby point to visit.  The room were also cleaned properly and towel art done was were nice.,ravi,/Profile/ravi270400,50
"Nice individual rooms,Great hospitality, good hygiene, wonderful room's with valley views ,very nice place to stay and enjoy with family,nice pick and drops ,wonderful food with a valley view restaurant",Bharat Suryavanshi,/Profile/bharatsuryavans,50
Excellent resorts wonderful ambiance staff will Copretive & helpful specially Binod we enjoyed our trip we are club mahindra member but our sterling experience is excellent but there is no bar so it’s bad but overall we love this place ,Basant,/Profile/BasTraveleron,50
It was a joyous experience and we enjoyed a lot in the resort. We didn't have to get out of the resort as the activities were loaded. We played air hockey and did ziplining. The staff was also very nice and helped us in a lot of things. The food was also good.,Arjun singh,/Profile/Mriconic95,50
"It was a lovely and Pleasurable stay at Sterling Mussourie. I loved the ambience, stay . Kids enjoyed all the recreational activities. Ankita is a very kind and warm girl. Felt like a home with her.....",Ritu,/Profile/Drritoo,50
The stay at the resort was very good. Food in the resort is also very good and the staffs behaviour is very good and very much helping . The room a were also very good . The resort has many activities which can be done inside the resorts . Anyone coming to Mussoorie can prefer staying here anytime .,Nikhil,/Profile/Nikhilgoenka21,50
Best resort in mussoorie very comfortable stay .Staff is very supportive and caring . Housekeeping staff is very cooperative.We enjoyed a stay .Weather is cold but they have room heating.Activities are superb .We enjoyed evening activities with Nirma.,Mukesh,/Profile/Mukeshmu,50
"We visited Sterling resort for our holidays. We had a wonderful experience. The staff was extremely polite and helpful. The location of the resort is awesome with wonderful sunset views.  Need to mention followed staff members for the extremely helpful services Mr Pyaare, Himanshu, Dalip, miss Ankita, Miss. Shefali and Shivani",Nirali,/Profile/907nirali,50
We are really appreciate the team of sterling only one issue their is WiFi is chargeable basis only one are is comp. Rest we are enjoyed our stay with team sterling.....food is good and services are fabulous,Bisht,/Profile/Sanjaybisht321,50
"They gave a welcome drink. The front office staff (shefali and ankita) are very charming, smiling and cheerfull, they need all encouragement. The holiday activity room was very fun. They were many games.",Yudvinder,/Profile/Yugvinder,50
"We visited here with friends and it turned out to be a really bad experience with Sterling resort, really bad buffet and management suite rooms are hell to reach because of too many staircases not recommended",Leena Joshi,/Profile/Krupali1,10
"Nice vacation at Sterling ,warm welcome by front office team, overall experience was waw , morning nature trek is fabulous ..great ambience and excellent hospitality...resort is full of crowd .......... Location wise the resort is waw.Special thanks to all the staff .",Bhupinder,/Profile/Bhupinderbhupin,50
I have been staying here with my family. They have provided us a great service with a welcoming hospitality. The staff was equally friendly at any given point of time.  Food quality and taste was excellent with a beautiful ambience.,Vipul,/Profile/Vipulvipu,50
Mussoorie is the queen of hills.. and sterling gives you an unbelievable experience at this beautiful place. The view service amenities and everything else takes us off to another world. Of course a bit diconnected from the rest of the world but definitely close to nature.. Thank you sterling.,Sumedha,/Profile/sumedhasuresh,50
"Good location of the resort,  Ambience  are great  Peaceful area recommended Great location  and very polite staff service are waw, weather is good and pleasant we miss the snow fall, rest all the staff is good.",Rahul,/Profile/Rahulrah,50
